"","variable","n_obs","sd_obs","sd_sim","RMSE","nRMSE","rRMSE","MAE","Bias","EF","RMSEs","RMSEu","RMSEs_sd","RMSEu_sd"
"1","HR_1",26,3.34952022150722,2.12586041849459,2.74373367941322,28.9903935938,0.289903935938,1.93830763736264,1.18532928571428,0.302166137571559,2.25032885701093,1.56974346275125,0.671836175987714,0.468647256604678
