"","variable","n_obs","sd_obs","sd_sim","RMSE","nRMSE","rRMSE","MAE","Bias","EF","RMSEs","RMSEu","RMSEs_sd","RMSEu_sd"
"1","HR_1",33,4.46014201632787,2.09498611986294,3.16166417824603,28.418071018476,0.28418071018476,2.44097874458875,0.359389480519478,0.481799217861256,2.85748035228653,1.35311729436165,0.640670261580405,0.303379867593475
