"","variable","n_obs","sd_obs","sd_sim","RMSE","nRMSE","rRMSE","MAE","Bias","EF","RMSEs","RMSEu","RMSEs_sd","RMSEu_sd"
"1","HR_1",33,4.46014201632787,2.25518934695072,3.03901928302298,27.315698613942,0.27315698613942,2.31681948051948,0.128058874458872,0.521222758419461,2.68717113343854,1.41941871982871,0.602485553957976,0.318245184712155
