"ian","soil","stn_code","period","Yield, stress","Yield, no stress","Low market yield, stress","Low market yield, no stress","High market yield, stress","High market yield, no stress","Gains.total","Gains.market.low","Gains.market.high","min.temp","max.temp","precip.cum","windspeed","vapour.pressure","radiation","GDD","station","cetm","precip_e","CWR"
2005,"CTW","HCC","GS",40.38745,42.87786,28.271215,30.014502,36.348705,38.590074,2.49041,1.743287,2.241369,12.8845967741935,20.9913709677419,292.7,4.3585564516129,16.013143643166,16.0274663895737,1459.45,"HARRINGTON_CDA_CS",323.99376,292.7,31.29376
2005,"CTW","HCC","julaug",40.38745,42.87786,28.271215,30.014502,36.348705,38.590074,2.49041,1.743287,2.241369,14.3741935483871,22.5177419354839,105.3,3.64161290322581,17.7528948553888,16.6819884484061,833.65,"HARRINGTON_CDA_CS",173.68077,104.7,68.98077
2006,"CTW","HCC","GS",43.83636,43.83636,30.685452,30.685452,39.452724,39.452724,0,0,0,13.3896774193548,21.2286021505376,388.6,3.77520827317603,16.2516157546753,15.8048696768126,1504.5,"HARRINGTON_CDA_CS",326.37704,388.6,-62.22296
2006,"CTW","HCC","julaug",43.83636,43.83636,30.685452,30.685452,39.452724,39.452724,0,0,0,14.6693548387097,22.7338709677419,208.6,3.65606771382388,17.1424021473715,16.7943784788572,849.5,"HARRINGTON_CDA_CS",181.00687,208,-26.99313
2007,"CTW","HCC","GS",48.10669,48.10669,33.674683,33.674683,43.296021,43.296021,0,0,0,11.7357795698925,20.4302688172043,377.8,3.81822032921042,15.1179849836484,16.6514958051939,1356.5,"HARRINGTON_CDA_CS",327.6046,377.8,-50.1954
2007,"CTW","HCC","julaug",48.10669,48.10669,33.674683,33.674683,43.296021,43.296021,0,0,0,14.0532258064516,22.4838709677419,198.4,3.53127833382917,17.3625471214956,17.1867788671066,822.65,"HARRINGTON_CDA_CS",182.03604,196.3,-14.26396
2008,"CTW","HCC","GS",43.54328,43.54328,30.480296,30.480296,39.188952,39.188952,0,0,0,12.4493548387097,20.2273655913978,495.4,3.80240342532714,15.7198954356606,15.7259709754083,1387.35,"HARRINGTON_CDA_CS",247.48902,495.4,-247.91098
2008,"CTW","HCC","julaug",43.54328,43.54328,30.480296,30.480296,39.188952,39.188952,0,0,0,14.4387096774194,22.308064516129,266.9,3.63357429563549,17.6046639493164,16.5547086610367,829.15,"HARRINGTON_CDA_CS",141.70148,250.9,-109.19852
2009,"CTW","HCC","GS",45.34314,45.34314,31.740198,31.740198,40.808826,40.808826,0,0,0,12.2571774193548,20.8791666666667,501.6,3.78090372809478,15.6120405623505,16.6880996392074,1415.4,"HARRINGTON_CDA_CS",314.83073,501.6,-186.76927
2009,"CTW","HCC","julaug",45.34314,45.34314,31.740198,31.740198,40.808826,40.808826,0,0,0,14.3693548387097,22.85,294.9,3.62063075067107,17.7848311636448,17.2804804831516,843.8,"HARRINGTON_CDA_CS",187.70411,294.7,-106.99589
2010,"CTW","HCC","GS",43.96312,43.96312,30.774184,30.774184,39.566808,39.566808,0,0,0,12.8415322580645,21.232311827957,452.3,3.38885290590965,16.0042939490763,16.4382569978211,1473.1,"HARRINGTON_CDA_CS",331.72101,452.3,-120.57899
2010,"CTW","HCC","julaug",43.96312,43.96312,30.774184,30.774184,39.566808,39.566808,0,0,0,15.058064516129,23.6112903225806,186.9,3.10803659550153,18.128971442333,17.3438735878367,888.75,"HARRINGTON_CDA_CS",193.73247,186,7.73246999999998
2011,"CTW","HCC","GS",40.53659,40.53659,28.375613,28.375613,36.482931,36.482931,0,0,0,12.1556182795699,20.3959408602151,357,3.65426554976286,15.4423903446314,16.1280199054828,1379.75,"HARRINGTON_CDA_CS",311.02049,357,-45.97951
2011,"CTW","HCC","julaug",40.53659,40.53659,28.375613,28.375613,36.482931,36.482931,0,0,0,14.3629032258065,22.2935483870968,282.3,3.48291381557511,17.2716503160289,16.5845714313752,826.35,"HARRINGTON_CDA_CS",182.9419,282.3,-99.3581
2012,"CTW","HCC","GS",31.84415,42.58727,22.290905,29.811089,28.659735,38.328543,10.74312,7.520184,9.66880799999999,12.963252688172,22.0416397849462,369.4,3.68762080000173,16.0142068263471,17.0427872905017,1530.3,"HARRINGTON_CDA_CS",315.93845,369.4,-53.46155
2012,"CTW","HCC","julaug",31.84415,42.58727,22.290905,29.811089,28.659735,38.328543,10.74312,7.520184,9.66880799999999,15.0548387096774,24.9516129032258,99.7,3.23047341696535,17.9179713631711,18.6604988494018,930.2,"HARRINGTON_CDA_CS",188.48152,99.7,88.78152
2013,"CTW","HCC","GS",46.1894,46.21556,32.33258,32.350892,41.57046,41.594004,0.0261600000000044,0.0183120000000017,0.0235440000000082,12.4390053763441,21.6163172043011,324.4,3.61037773084144,15.558848740437,17.2126120331555,1471.85,"HARRINGTON_CDA_CS",317.75858,324.4,-6.64141999999998
2013,"CTW","HCC","julaug",46.1894,46.21556,32.33258,32.350892,41.57046,41.594004,0.0261600000000044,0.0183120000000017,0.0235440000000082,14.3096774193548,24.2209677419355,116.2,3.3649713001922,17.1447366827155,18.7547358433669,884.45,"HARRINGTON_CDA_CS",190.86654,115.6,75.26654
2014,"CTW","HCC","GS",46.27176,46.27574,32.390232,32.393018,41.644584,41.648166,0.00397999999999854,0.0027860000000004,0.00358200000000153,12.4022043010753,21.5512096774194,329.2,3.85485045395123,15.2886906001379,17.1222828271963,1466.2,"HARRINGTON_CDA_CS",329.72505,329.2,0.525050000000022
2014,"CTW","HCC","julaug",46.27176,46.27574,32.390232,32.393018,41.644584,41.648166,0.00397999999999854,0.0027860000000004,0.00358200000000153,15.1177419354839,23.8774193548387,161.2,4.04841793932783,17.9043692829871,17.6038022049214,898.85,"HARRINGTON_CDA_CS",178.7943,112.6,66.1943
2015,"CTW","HCC","GS",38.11063,38.11038,26.677441,26.677266,34.299567,34.299342,0,0,0,12.6130376344086,21.4710483870968,332.4,3.74028738717627,15.4466626804412,16.8563631426389,1473.9,"HARRINGTON_CDA_CS",317.37096,332.4,-15.02904
2015,"CTW","HCC","julaug",38.11063,38.11038,26.677441,26.677266,34.299567,34.299342,0,0,0,15.1677419354839,23.6870967741935,152.3,3.41341845878136,17.7626692280852,17.3541322067649,894.5,"HARRINGTON_CDA_CS",155.4198,147.6,7.81980000000001
2016,"CTW","HCC","GS",44.20369,44.48534,30.942583,31.139738,39.783321,40.036806,0.281649999999999,0.197154999999999,0.253484999999998,12.4341129032258,21.1097580645161,314.2,3.72421873647256,14.7669423956478,16.6331093429259,1439.95,"HARRINGTON_CDA_CS",331.07725,314.2,16.87725
2016,"CTW","HCC","julaug",44.20369,44.48534,30.942583,31.139738,39.783321,40.036806,0.281649999999999,0.197154999999999,0.253484999999998,14.2032258064516,23.1145161290323,174.2,3.24876792114696,16.3995737084369,17.603518910871,846.85,"HARRINGTON_CDA_CS",187.896,169.4,18.496
2017,"CTW","HCC","GS",45.88475,47.79016,32.119325,33.453112,41.296275,43.011144,1.90541,1.333787,1.714869,12.3492204301075,21.6956720430108,274.2,3.55169566407806,14.9577074136252,17.4338954119678,1469.5,"HARRINGTON_CDA_CS",339.84665,274.2,65.64665
2017,"CTW","HCC","julaug",45.88475,47.79016,32.119325,33.453112,41.296275,43.011144,1.90541,1.333787,1.714869,13.6467741935484,23.1596774193548,141.8,3.25474163679809,15.8934727606879,18.438121320818,831,"HARRINGTON_CDA_CS",201.5337,141.3,60.2337
2018,"CTW","HCC","GS",43.731,43.74871,30.6117,30.624097,39.3579,39.373839,0.017710000000001,0.012397,0.015939000000003,12.1277419354839,21.7787096774194,371.3,3.63332501764961,15.1612282089674,17.6237773046513,1467.45,"HARRINGTON_CDA_CS",354.08601,371.3,-17.21399
2018,"CTW","HCC","julaug",43.731,43.74871,30.6117,30.624097,39.3579,39.373839,0.017710000000001,0.012397,0.015939000000003,15.7854838709677,24.9774193548387,132.5,3.3551917019659,18.4160790910144,18.0754711454075,953.65,"HARRINGTON_CDA_CS",175.2567,132.5,42.7567
2019,"CTW","HCC","GS",42.04834,45.03494,29.433838,31.524458,37.843506,40.531446,2.9866,2.09061999999999,2.68794,11.9005376344086,21.0436290322581,423.4,3.46744190222816,14.6453307258781,17.2033065634581,1404.85,"HARRINGTON_CDA_CS",351.04266,423.4,-72.35734
2019,"CTW","HCC","julaug",42.04834,45.03494,29.433838,31.524458,37.843506,40.531446,2.9866,2.09061999999999,2.68794,14.4177419354839,23.7822580645161,133.2,3.19026750254836,16.9498085623754,18.1829566769934,874.2,"HARRINGTON_CDA_CS",179.36928,133.2,46.16928
2020,"CTW","HCC","GS",29.85704,45.16167,20.899928,31.613169,26.871336,40.645503,15.30463,10.713241,13.774167,12.6034946236559,22.3710752688172,203,3.93666897096873,15.911515465684,17.6171243933427,1527.15,"HARRINGTON_CDA_CS",277.88995,203,74.88995
2020,"CTW","HCC","julaug",29.85704,45.16167,20.899928,31.613169,26.871336,40.645503,15.30463,10.713241,13.774167,14.3903225806452,24.2854838709677,77.6,3.46689504070289,17.6956045225846,18.4914571284705,888.95,"HARRINGTON_CDA_CS",173.29631,76.5,96.79631
2021,"CTW","HCC","GS",43.25129,43.25446,30.275903,30.278122,38.926161,38.929014,0.00317000000000434,0.00221900000000375,0.00285300000000177,13.3565322580645,22.228252688172,471.2,3.58139015582988,16.6482631734447,16.9435151592991,1562.95,"HARRINGTON_CDA_CS",316.96667,471.2,-154.23333
2021,"CTW","HCC","julaug",43.25129,43.25446,30.275903,30.278122,38.926161,38.929014,0.00317000000000434,0.00221900000000375,0.00285300000000177,14.758064516129,23.1048387096774,172.2,3.21125363617474,18.0344255303314,17.0595029811647,863.75,"HARRINGTON_CDA_CS",191.60698,172.2,19.40698
2022,"CTW","HCC","GS",42.8905,42.8905,30.02335,30.02335,38.60145,38.60145,0,0,0,13.3616397849462,21.7815860215054,379.6,3.31637209322459,16.4115897110469,16.514342014908,1538.5,"HARRINGTON_CDA_CS",345.14626,379.6,-34.45374
2022,"CTW","HCC","julaug",42.8905,42.8905,30.02335,30.02335,38.60145,38.60145,0,0,0,15.6516129032258,24.2548387096774,179.8,3.21307497013142,18.7282590090735,17.4322323541362,927.1,"HARRINGTON_CDA_CS",199.93391,178.1,21.83391
2023,"CTW","HCC","GS",39.61283,39.61283,27.728981,27.728981,35.651547,35.651547,0,0,0,13.6574462365591,21.6246505376344,482.2,3.60494849448142,17.624288062906,15.9295002292571,1546.25,"HARRINGTON_CDA_CS",319.37428,482.2,-162.82572
2023,"CTW","HCC","julaug",39.61283,39.61283,27.728981,27.728981,35.651547,35.651547,0,0,0,15.7532258064516,23.5709677419355,277.1,3.35090779143199,19.5891225160875,16.5839041567575,909.05,"HARRINGTON_CDA_CS",183.74694,273.3,-89.55306
2024,"CTW","HCC","GS",39.97366,41.34629,27.981562,28.942403,35.976294,37.211661,1.37263,0.960840999999999,1.235367,13.7006989247312,22.6468817204301,245.3,3.68172814552033,17.0468339406426,16.9443321851586,1611.65,"HARRINGTON_CDA_CS",297.4734,245.3,52.1734
2024,"CTW","HCC","julaug",39.97366,41.34629,27.981562,28.942403,35.976294,37.211661,1.37263,0.960840999999999,1.235367,15.908064516129,24.8870967741935,118.7,3.27746772894915,19.3743525464859,17.7122257170272,954.65,"HARRINGTON_CDA_CS",166.94373,118.7,48.24373
2001,"CTW","EP","GS",30.48989,30.49862,21.342923,21.349034,27.440901,27.448758,0.0087299999999999,0.00611100000000064,0.00785699999999778,13.9506720430108,19.0517204301075,173.4,5.86156644450782,15.4867777352178,12.6960192044549,1407.6,"EAST_POINT_(AUT)",224.21333,173.4,50.81333
2001,"CTW","EP","julaug",30.48989,30.49862,21.342923,21.349034,27.440901,27.448758,0.0087299999999999,0.00611100000000064,0.00785699999999778,16.2596774193548,21.1967741935484,44,5.3100163239516,17.6123639835651,13.0522192177055,851.15,"EAST_POINT_(AUT)",112.59339,44,68.59339
2002,"CTW","EP","GS",39.52937,39.52937,27.670559,27.670559,35.576433,35.576433,0,0,0,12.0053494623656,19.2191129032258,358,5.3974647034415,15.3648508946183,15.1508155205656,1299.55,"EAST_POINT_(AUT)",270.65149,358,-87.34851
2002,"CTW","EP","julaug",39.52937,39.52937,27.670559,27.670559,35.576433,35.576433,0,0,0,14.3290322580645,21.7532258064516,72.2,5.05675029868578,17.5630014339441,16.0814320530916,808.55,"EAST_POINT_(AUT)",135.19425,72.2,62.99425
2003,"CTW","EP","GS",42.02559,42.02559,29.417913,29.417913,37.823031,37.823031,0,0,0,12.7202956989247,20.4007795698925,384.9,4.89867644862604,16.4615108031325,15.6560969465757,1414.2,"EAST_POINT_(AUT)",282.80169,384.9,-102.09831
2003,"CTW","EP","julaug",42.02559,42.02559,29.417913,29.417913,37.823031,37.823031,0,0,0,14.8822580645161,22.0532258064516,268.6,4.80435269596385,18.5416002345673,15.7953489409629,835,"EAST_POINT_(AUT)",152.01558,268.6,-116.58442
2004,"CTW","EP","GS",36.09529,36.09529,25.266703,25.266703,32.485761,32.485761,0,0,0,12.6624731182796,19.0716666666667,311.8,5.28874825766627,15.8066243639944,14.1665899651221,1331.7,"EAST_POINT_(AUT)",269.47774,311.8,-42.32226
2004,"CTW","EP","julaug",36.09529,36.09529,25.266703,25.266703,32.485761,32.485761,0,0,0,15.6516129032258,22,134.6,4.68899342891278,19.0717782851505,14.7573085708638,857.2,"EAST_POINT_(AUT)",139.06388,128.7,10.36388
2005,"CTW","EP","GS",38.25,38.25,26.775,26.775,34.425,34.425,0,0,0,13.1560215053763,20.0469623655914,322.4,5.22633425350817,16.3071406371973,14.696898886619,1419.2,"EAST_POINT_(AUT)",266.91584,322.4,-55.48416
2005,"CTW","EP","julaug",38.25,38.25,26.775,26.775,34.425,34.425,0,0,0,15.0887096774194,21.9322580645161,136.6,4.97767857142857,18.3937126405933,15.3312037024606,837.65,"EAST_POINT_(AUT)",156.13495,123.3,32.83495
2006,"CTW","EP","GS",39.3331,39.3331,27.53317,27.53317,35.39979,35.39979,0,0,0,13.8833333333333,20.1849462365591,337,5.23776010553564,17.0369340592654,14.0812865017123,1471.5,"EAST_POINT_(AUT)",289.29451,337,-47.70549
2006,"CTW","EP","julaug",39.3331,39.3331,27.53317,27.53317,35.39979,35.39979,0,0,0,15.4,22.0032258064516,201.8,5.201986260454,18.4167237095124,15.0979675053843,849.5,"EAST_POINT_(AUT)",162.37722,201.2,-38.82278
2007,"CTW","EP","GS",41.15474,41.15474,28.808318,28.808318,37.039266,37.039266,0,0,0,12.5346774193548,19.4323387096774,437.9,5.11959008327785,16.3363995568967,14.7322857414085,1344.7,"EAST_POINT_(AUT)",295.13973,437.9,-142.76027
2007,"CTW","EP","julaug",41.15474,41.15474,28.808318,28.808318,37.039266,37.039266,0,0,0,14.7693548387097,21.9096774193548,270.5,4.6938994609489,18.9258292119554,15.745382704072,827.05,"EAST_POINT_(AUT)",155.79336,260.5,-104.70664
2008,"CTW","EP","GS",39.2794,39.2794,27.49558,27.49558,35.35146,35.35146,0,0,0,13.3206989247312,19.5445698924731,419.38,5.23686715949821,17.1321065891253,13.9969612870925,1399.45,"EAST_POINT_(AUT)",228.5305,419.38,-190.8495
2008,"CTW","EP","julaug",39.2794,39.2794,27.49558,27.49558,35.35146,35.35146,0,0,0,15.458064516129,22.0758064516129,257.9,4.83310931899642,19.7426971918237,15.2322404827925,853.55,"EAST_POINT_(AUT)",125.01073,242.8,-117.78927
2009,"CTW","EP","GS",40.45251,40.45251,28.316757,28.316757,36.407259,36.407259,0,0,0,12.7061021505376,19.6906182795699,393.9,5.01821049880526,16.5833811769933,14.9665604935345,1370.7,"EAST_POINT_(AUT)",259.74019,393.9,-134.15981
2009,"CTW","EP","julaug",40.45251,40.45251,28.316757,28.316757,36.407259,36.407259,0,0,0,14.9838709677419,21.9129032258065,250.8,4.80436081242533,19.2546087227151,15.6690037843553,833.8,"EAST_POINT_(AUT)",154.67552,249.5,-94.82448
2010,"CTW","EP","GS",38.93153,38.93153,27.252071,27.252071,35.038377,35.038377,0,0,0,13.3233870967742,20.1259408602151,572.56,5.06690412727477,17.3452144101499,14.7492939640218,1435.1,"EAST_POINT_(AUT)",299.57877,572.56,-272.98123
2010,"CTW","EP","julaug",38.93153,38.93153,27.252071,27.252071,35.038377,35.038377,0,0,0,15.5467741935484,22.5935483870968,221,4.58856033452808,19.8339713634447,15.641149745418,872.35,"EAST_POINT_(AUT)",160.99446,221,-60.00554
2011,"CTW","EP","GS",36.58256,36.58256,25.607792,25.607792,32.924304,32.924304,0,0,0,12.2980107526882,18.6652956989247,249.62,5.17160004520483,15.5741611717123,14.1620206719605,1282.65,"EAST_POINT_(AUT)",268.01949,249.62,18.39949
2011,"CTW","EP","julaug",36.58256,36.58256,25.607792,25.607792,32.924304,32.924304,0,0,0,14.1693548387097,20.6822580645161,180.84,5.04722968936679,17.3406546642382,15.0203486831157,770.4,"EAST_POINT_(AUT)",158.93634,179.91,-20.97366
2012,"CTW","EP","GS",34.95828,34.95828,24.470796,24.470796,31.462452,31.462452,0,0,0,13.7450806451613,20.1725806451613,544.51,5.11526852501169,16.6277503923755,14.3075209851565,1464.1,"EAST_POINT_(AUT)",243.82625,544.51,-300.68375
2012,"CTW","EP","julaug",34.95828,34.95828,24.470796,24.470796,31.462452,31.462452,0,0,0,16.1451612903226,22.8951612903226,185.8,4.48943399044206,18.9623311364399,15.3981288277303,900.25,"EAST_POINT_(AUT)",125.93258,185.8,-59.86742
2013,"CTW","EP","GS",40.5149,40.5149,28.36043,28.36043,36.46341,36.46341,0,0,0,13.1131451612903,20.0120967741935,358.74,4.88263506249759,16.2525210605615,14.8796369140451,1415,"EAST_POINT_(AUT)",277.08279,358.74,-81.65721
2013,"CTW","EP","julaug",40.5149,40.5149,28.36043,28.36043,36.46341,36.46341,0,0,0,15.0612903225806,22.4241935483871,159.79,4.54549690975094,18.1315304459442,16.1236863481468,852.05,"EAST_POINT_(AUT)",149.05443,159.79,-10.73557
2014,"CTW","EP","GS",38.52626,38.52626,26.968382,26.968382,34.673634,34.673634,0,0,0,13.034811827957,20.0398655913978,308.7,5.29531542192614,15.9116833940655,14.9335589227278,1413.15,"EAST_POINT_(AUT)",285.4752,308.7,-23.2248
2014,"CTW","EP","julaug",38.52626,38.52626,26.968382,26.968382,34.673634,34.673634,0,0,0,15.8612903225806,22.808064516129,149.9,5.30995954755597,18.7755734554847,15.6713162814541,888.75,"EAST_POINT_(AUT)",149.90206,111.8,38.10206
2015,"CTW","EP","GS",35.4245,35.4245,24.79715,24.79715,31.88205,31.88205,0,0,0,13.1122043010753,19.6925268817204,270.7,5.23886999475037,15.7475760793957,14.4760615814317,1395.75,"EAST_POINT_(AUT)",285.86884,270.7,15.16884
2015,"CTW","EP","julaug",35.4245,35.4245,24.79715,24.79715,31.88205,31.88205,0,0,0,15.5177419354839,21.9483870967742,154.9,4.61824223416965,18.2273779437937,15.0848907069825,851.45,"EAST_POINT_(AUT)",135.64287,153.7,-18.05713
2016,"CTW","EP","GS",39.85454,39.85454,27.898178,27.898178,35.869086,35.869086,0,0,0,12.8015322580645,19.5065860215054,244,5.35987903225807,14.9572260319687,14.5841787872246,1364.55,"EAST_POINT_(AUT)",290.80938,244,46.80938
2016,"CTW","EP","julaug",39.85454,39.85454,27.898178,27.898178,35.869086,35.869086,0,0,0,14.658064516129,21.4048387096774,103.7,4.92924880525687,16.6593429100738,15.3166631058899,807.95,"EAST_POINT_(AUT)",152.52331,103.3,49.22331
2017,"CTW","EP","GS",42.64716,42.67031,29.853012,29.869217,38.382444,38.403279,0.0231500000000011,0.0162050000000029,0.0208350000000053,12.8696505376344,20.3436290322581,269.2,5.19528318509325,15.1425314060324,15.5645134876351,1417.8,"EAST_POINT_(AUT)",336.20547,269.2,67.00547
2017,"CTW","EP","julaug",42.64716,42.67031,29.853012,29.869217,38.382444,38.403279,0.0231500000000011,0.0162050000000029,0.0208350000000053,13.1209677419355,21.8822580645161,141.9,4.84188321385902,15.6305331431167,17.707531744335,775.1,"EAST_POINT_(AUT)",202.95901,140.4,62.55901
2018,"CTW","EP","GS",34.94822,34.94822,24.463754,24.463754,31.453398,31.453398,0,0,0,13.8934677419355,20.2509139784946,300.88,5.24783791141113,15.7782803463102,14.4867310230234,1479.555,"EAST_POINT_(AUT)",320.60485,300.88,19.72485
2018,"CTW","EP","julaug",34.94822,34.94822,24.463754,24.463754,31.453398,31.453398,0,0,0,17.446935483871,23.4451612903226,125.18,4.72837418323802,19.353772688581,15.0608025336798,957.655,"EAST_POINT_(AUT)",151.93146,125.18,26.75146
2019,"CTW","EP","GS",43.1591,45.00162,30.21137,31.501134,38.84319,40.501458,1.84252,1.289764,1.65826800000001,14.7881075268817,17.6726827956989,376.13,5.18173704179869,15.7375815391492,17.9835,1375.5,"EAST_POINT_(AUT)",393.15574,376.13,17.02574
2019,"CTW","EP","julaug",43.1591,45.00162,30.21137,31.501134,38.84319,40.501458,1.84252,1.289764,1.65826800000001,17.5685483870968,20.2840322580645,151.99,4.81462813620072,18.4514735851565,20,863.43,"EAST_POINT_(AUT)",221.28606,151.3,69.98606
2020,"CTW","EP","GS",0.60792,0.59999,0.425544,0.419993,0.547128,0.539991,0,0,0,15.5343225806452,18.6660672043011,242.23,5.25724713759458,16.4781203776648,17.8352096774194,1480.65,"EAST_POINT_(AUT)",244.83,242.23,2.59999999999999
2020,"CTW","EP","julaug",0.60792,0.59999,0.425544,0.419993,0.547128,0.539991,0,0,0,17.8506451612903,20.7759677419355,133.28,4.79410692951015,18.6459379534855,18.7674193548387,887.425,"EAST_POINT_(AUT)",121.01938,133.28,-12.26062
2021,"CTW","EP","GS",38.65475,38.65475,27.058325,27.058325,34.789275,34.789275,0,0,0,14.0271693548387,19.924311827957,437.93,5.39618169477377,16.9305514557295,15.8657440334238,1464.415,"EAST_POINT_(AUT)",300.90733,437.93,-137.02267
2021,"CTW","EP","julaug",38.65475,38.65475,27.058325,27.058325,34.789275,34.789275,0,0,0,15.4398387096774,21.8862903225806,166.56,5.05473221670802,18.6805619515287,15.1939050948844,847.11,"EAST_POINT_(AUT)",160.26807,166.56,-6.29192999999998
2022,"CTW","EP","GS",37.85979,37.84231,26.501853,26.489617,34.073811,34.058079,0,0,0,14.0855107526882,20.735752688172,355.4,5.37512527233116,16.9481329012674,14.5963974470758,1518.9,"EAST_POINT_(AUT)",293.62698,355.4,-61.77302
2022,"CTW","EP","julaug",37.85979,37.84231,26.501853,26.489617,34.073811,34.058079,0,0,0,16.3693548387097,23.2548387096774,137,4.85171659404502,19.4552916817329,15.5509574330493,918.35,"EAST_POINT_(AUT)",161.08949,134.8,26.28949
2023,"CTW","EP","GS",33.68271,33.68271,23.577897,23.577897,30.314439,30.314439,0,0,0,14.1272580645161,20.0518817204301,420.32,4.89746872004936,17.5170743325264,13.6604179269529,1478.85,"EAST_POINT_(AUT)",270.94006,420.32,-149.37994
2023,"CTW","EP","julaug",33.68271,33.68271,23.577897,23.577897,30.314439,30.314439,0,0,0,16.1645161290323,21.9370967741935,268.32,4.58428929195058,19.6704518032381,14.2058610109515,871.15,"EAST_POINT_(AUT)",155.9332,268.32,-112.3868
2024,"CTW","EP","GS",36.05308,36.94525,25.237156,25.861675,32.447772,33.250725,0.89217,0.624518999999999,0.802953000000002,14.6030967741935,21.382938172043,206.29,5.24780631633855,17.8241985939637,14.7720165170356,1589.625,"EAST_POINT_(AUT)",270.6076,206.29,64.3176
2024,"CTW","EP","julaug",36.05308,36.94525,25.237156,25.861675,32.447772,33.250725,0.89217,0.624518999999999,0.802953000000002,16.8241935483871,23.6387096774194,110.7,5.03790322580645,20.339993465585,15.416101948856,944.35,"EAST_POINT_(AUT)",158.37801,110.7,47.67801
2001,"ARY","S","GS",31.47604,43.55488,22.033228,30.488416,28.328436,39.199392,12.07884,8.455188,10.870956,13.8179838709677,22.9352419354839,142.7,4.28770245956156,16.5045706436959,17.1901436689486,1635.25,"SUMMERSIDE",272.78358,142.7,130.08358
2001,"ARY","S","julaug",31.47604,43.55488,22.033228,30.488416,28.328436,39.199392,12.07884,8.455188,10.870956,15.4209677419355,24.6354838709677,33.5,4.37765599266043,18.2648567106945,18.0643585268026,931.75,"SUMMERSIDE",170.46025,33.5,136.96025
2002,"ARY","S","GS",34.40596,34.40596,24.084172,24.084172,30.965364,30.965364,0,0,0,12.6538978494624,21.1956720430108,355.6,4.16568822723495,14.9518598208566,16.6625391948447,1459.45,"SUMMERSIDE",305.03975,355.6,-50.5602500000001
2002,"ARY","S","julaug",34.40596,34.40596,24.084172,24.084172,30.965364,30.965364,0,0,0,14.9661290322581,23.5096774193548,145.1,3.83512544802867,17.1098760801901,17.4363995564264,882.75,"SUMMERSIDE",155.38854,145.1,10.28854
2003,"ARY","S","GS",42.44316,42.84773,29.710212,29.993411,38.198844,38.562957,0.40457,0.283199,0.364112999999996,13.7502419354839,22.7022580645161,275.7,4.32569046737832,16.6054631530596,16.9506087865304,1616.5,"SUMMERSIDE",361.93557,275.7,86.23557
2003,"ARY","S","julaug",42.44316,42.84773,29.710212,29.993411,38.198844,38.562957,0.40457,0.283199,0.364112999999996,15.5854838709677,23.7645161290323,139.9,4.33915770609319,18.374954025535,16.9421445482269,909.85,"SUMMERSIDE",199.18534,139.9,59.28534
2004,"ARY","S","GS",34.36261,34.36261,24.053827,24.053827,30.926349,30.926349,0,0,0,13.0812096774194,20.8255376344086,301.3,4.63933492709717,15.3097389131388,15.6770462347669,1463.75,"SUMMERSIDE",287.68921,301.3,-13.61079
2004,"ARY","S","julaug",34.36261,34.36261,24.053827,24.053827,30.926349,30.926349,0,0,0,15.8274193548387,23.5177419354839,168.6,4.14723701737201,18.3310141274169,16.2862279349037,909.7,"SUMMERSIDE",148.60377,153.3,-4.69623000000001
2005,"ARY","S","GS",40.37806,42.9005,28.264642,30.03035,36.340254,38.61045,2.52244,1.765708,2.270196,13.2628225806452,21.4875,314.4,4.78699508266114,16.0436453026786,16.0591293215295,1512.9,"SUMMERSIDE",347.81334,314.4,33.41334
2005,"ARY","S","julaug",40.37806,42.9005,28.264642,30.03035,36.340254,38.61045,2.52244,1.765708,2.270196,14.7806451612903,23.1,94.4,4.41595373214997,17.7894294228415,16.7767096925096,864.3,"SUMMERSIDE",181.09922,88.6,92.49922
2006,"ARY","S","GS",44.40623,44.40623,31.084361,31.084361,39.965607,39.965607,0,0,0,13.3616129032258,21.827876344086,376.9,4.65154488727858,16.803545785357,16.2422417362605,1539.25,"SUMMERSIDE",341.68256,376.9,-35.21744
2006,"ARY","S","julaug",44.40623,44.40623,31.084361,31.084361,39.965607,39.965607,0,0,0,14.5032258064516,23.3774193548387,168.2,4.41550925925926,17.9119117131335,17.5244765112901,864.3,"SUMMERSIDE",200.22599,167.6,32.62599
2007,"ARY","S","GS",47.73994,47.73994,33.417958,33.417958,42.965946,42.965946,0,0,0,11.7982795698925,21.3543548387097,306.6,4.56552617347308,15.2243939814964,17.3857423506035,1417,"SUMMERSIDE",333.76628,306.6,27.16628
2007,"ARY","S","julaug",47.73994,47.73994,33.417958,33.417958,42.965946,42.965946,0,0,0,14.3032258064516,23.5387096774194,162.5,4.28181342999891,17.6887390389393,17.9633949403632,863.1,"SUMMERSIDE",196.30413,160,36.30413
2008,"ARY","S","GS",46.96833,46.96833,32.877831,32.877831,42.271497,42.271497,0,0,0,12.2163440860215,20.7075,348.01,4.65492913027915,15.4579916584465,16.3740726770655,1402.4,"SUMMERSIDE",304.06511,348.01,-43.94489
2008,"ARY","S","julaug",46.96833,46.96833,32.877831,32.877831,42.271497,42.271497,0,0,0,14.1193548387097,22.85,142.45,4.54538423792456,17.2518175998357,17.467010911563,836.05,"SUMMERSIDE",175.58478,142.05,33.53478
