"","variable","n_obs","sd_obs","sd_sim","RMSE","nRMSE","rRMSE","MAE","Bias","EF","RMSEs","RMSEu","RMSEs_sd","RMSEu_sd"
"1","HR_1",33,4.46014201632787,2.25353980410546,3.04100875024205,27.3335805955609,0.273335805955609,2.31924796536797,0.123774632034629,0.520595698624639,2.68928880091343,1.41966896293832,0.60296035217452,0.318301291246139
