"","variable","n_obs","sd_obs","sd_sim","RMSE","nRMSE","rRMSE","MAE","Bias","EF","RMSEs","RMSEu","RMSEs_sd","RMSEu_sd"
"1","HR_1",33,4.46014201632787,2.24565271192311,3.04445521385709,27.3645585370034,0.273645585370034,2.32280203463204,0.138245238095235,0.519508437200195,2.69585924988541,1.41458490518911,0.604433500102979,0.317161404280524
