"","variable","n_obs","sd_obs","sd_sim","RMSE","nRMSE","rRMSE","MAE","Bias","EF","RMSEs","RMSEu","RMSEs_sd","RMSEu_sd"
"1","HR_1",26,3.34952022150722,2.15382802611211,2.73549350705114,28.9033276216724,0.289033276216724,1.98549752747254,1.00084928571428,0.306351410028323,2.19171231583212,1.63686341878263,0.654336194706086,0.488685934263764
