"","variable","n_obs","sd_obs","sd_sim","RMSE","nRMSE","rRMSE","MAE","Bias","EF","RMSEs","RMSEu","RMSEs_sd","RMSEu_sd"
"1","HR_1",33,4.46014201632787,3.55351837123123,2.97775248490048,26.7650126074712,0.267650126074712,1.9976922077922,-0.136942943722946,0.540332521764765,1.81452235230963,2.36104182392005,0.406830622358425,0.529364718718968
