"","variable","n_obs","sd_obs","sd_sim","RMSE","nRMSE","rRMSE","MAE","Bias","EF","RMSEs","RMSEu","RMSEs_sd","RMSEu_sd"
"1","HR_1",33,4.46014201632787,2.24824467956599,3.04198611388676,27.3423654594491,0.273423654594491,2.3198987012987,0.141148571428569,0.52028749324356,2.69292490972064,1.41486216561402,0.60377559724831,0.317223568315635
