"","variable","n_obs","sd_obs","sd_sim","RMSE","nRMSE","rRMSE","MAE","Bias","EF","RMSEs","RMSEu","RMSEs_sd","RMSEu_sd"
"1","HR_1",33,4.46014201632787,2.48826545206993,3.76212866308743,33.815242068996,0.33815242068996,2.86305666666666,2.25033978354978,0.26627405705122,3.39894308405719,1.6126989765495,0.762070595872106,0.361580185259947
