"","variable","n_obs","sd_obs","sd_sim","RMSE","nRMSE","rRMSE","MAE","Bias","EF","RMSEs","RMSEu","RMSEs_sd","RMSEu_sd"
"1","HR_1",33,4.46014201632787,2.24367003903359,3.04416745442144,27.3619720611421,0.273619720611421,2.32217021645022,0.143154025974023,0.519599264252553,2.69674042538482,1.41228416710447,0.604631066793947,0.316645560149054
